referencia,nome,ambiente,categoria_catalogo,modulo,prateleira,altura_face_mm,zona,frente_mm,baia_mm,faturamento_12m,clientes
449.006.003,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,163,513,137034.32,452
211.012.002,Cantoneira Para Banheiro Smart - Branco (211/B),BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,1,100,chao,170,513,106403.06,440
211.012.003,Cantoneira Para Banheiro Smart - Preto (211/P),BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,1,100,chao,173,513,93948.91,427
552.004.002,Cesto de Roupas Empilhável,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,1,100,chao,345,,81704.55,70
398.004.003,Lixeira Flat com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,185,513,50066.56,232
449.006.002,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,163,513,47808.72,235
173.012.003,Lixeira Fênix,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,200,513,42927.25,255
552.004.003,Cesto de Roupas Empilhável,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,1,100,chao,345,,35560.2,38
173.012.002,Lixeira Fênix,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,200,513,34939.9,217
398.004.086,Lixeira Flat com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,185,513,28048.78,80
054.004.001,Cesto de Roupas,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,1,100,chao,340,,25814.42,53
449.006.086,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,163,513,20915.57,121
398.004.002,Lixeira Flat com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,1,100,chao,185,513,18599.4,159
054.004.003,Cesto de Roupas,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,1,100,chao,230,,8507.08,16
052.006.003,Lixeira Rattan com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,208,513,1019431.18,1313
052.006.002,Lixeira Rattan com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,210,513,904483.82,1110
172.012.999,Pá de Lixo com Cabo,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,2,605,chao,180,,874221.25,1050
163.004.003,Lixeira Vime,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,232,513,770151.73,890
134.012.003,Lixeira Basculante Rattan,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,160,513,561419.34,911
052.006.086,Lixeira Rattan com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,208,513,550624.96,688
396.006.003,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,172,513,422993.52,494
079.012.003,Prateleira Madri,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,2,605,chao,92,513,422170.48,1167
283.004.003,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,175,513,380323.43,559
095.012.003,Banheiro Premium,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,2,605,chao,143,513,363781.98,842
095.012.002,Banheiro Premium,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,2,605,chao,143,513,351926.18,850
283.004.002,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,175,513,331767.33,427
100.006.003,Lixeira com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,230,513,319162.37,789
163.004.002,Lixeira Vime,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,232,513,302408.01,610
396.006.002,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,172,513,301157.16,349
134.012.002,Lixeira Basculante Rattan,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,160,513,266784.28,707
150.004.003,Lixeira com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,295,513,265669.61,530
397.004.003,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,256,513,260713.43,438
008.012.003,Porta Sabão em Pó,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,2,605,chao,105,513,238697.68,508
100.006.002,Lixeira com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,230,513,217844.17,668
079.012.002,Prateleira Madri,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,2,605,chao,92,513,205126.37,903
008.012.002,Porta Sabão em Pó com Dosador,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,2,605,chao,105,513,194491.75,355
130.012.003,Lixeira Retrátil,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,158,513,187630.49,718
148.004.003,Lixeira Basculante,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,240,513,174129.59,365
163.004.086,Lixeira Vime,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,232,513,173982.25,432
283.004.086,Lixeira Juta com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,175,513,157024.27,264
397.004.002,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,256,513,150237.85,298
134.012.086,Lixeira Basculante Rattan,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,160,513,144700.48,313
150.004.002,Lixeira com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,297,513,140267.7,396
148.004.002,Lixeira Basculante,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,240,513,99519.05,264
130.012.002,Lixeira Retrátil,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,158,513,92278.44,482
396.006.086,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,172,513,71101.47,200
397.004.086,Lixeira Flat com Pedal,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,2,605,chao,256,513,54884.09,164
172.012.998,Pá de Lixo com Cabo,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,2,605,chao,180,,32884.68,205
185.012.003,Porta Vassouras com 9 posições,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,50,270,639710.47,1115
122.012.003,Saboneteira com Tampa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,89,270,534063.95,1170
122.012.002,Parede com Ventosa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,89,270,501028.91,1209
185.012.002,Porta Vassouras com 9 posições,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,50,270,419905.88,761
122.012.066,Saboneteira com Telinha,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,89,270,316533.9,948
284.012.003,Cesto Transporta Tudo,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,263,270,215018.36,355
092.012.002,Parede com Ventosa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,95,270,143220.46,579
284.012.002,Cesto Transporta Tudo,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,263,270,137871.97,245
193.024.001,Saboneteira com Telinha,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,78,270,104539.66,1070
128.012.003,Cestinho para Prendedor ﬂoral,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,188,270,101786.96,672
450.012.086,Lixeira Juta com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,99126.44,133
450.012.002,Lixeira Juta com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,90322.67,183
017.024.999,Pá de Lixo Inova,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,225,270,89603.83,281
076.024.001,Saboneteira com Tampa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,78,270,86577.03,715
193.024.066,Saboneteira com Telinha,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,78,270,80303.39,1037
450.012.003,Lixeira Juta com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,79395.04,186
546.012.003,Porta Escovas Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,80,270,76977.55,579
092.012.003,Parede com Ventosa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,95,270,50636.38,623
128.012.002,Cestinho para Prendedor,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,188,270,50495.34,343
546.012.002,Porta Escovas Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,80,270,48982.58,411
012.012.016,Porta Sabão em Pó,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,79,270,45511.38,532
024.012.002,Cestinho para Prendedor ﬂoral,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,144,270,39072.14,312
024.012.003,Cestinho para Prendedor ﬂoral,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,144,270,37819.05,293
091.012.003,Lixeira Verona,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,196,270,37070.14,330
548.024.002,Saboneteira com Tela Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,76,270,34862.37,792
548.024.003,Saboneteira com Tela Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,76,270,34773.42,933
113.012.003,Tanquinho Porta Sabão em Barra,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,129,270,33847.66,295
076.024.066,Saboneteira com Tampa,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,78,270,32256.8,721
453.012.003,Lixeira Rattan com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,29807.16,168
091.012.002,Lixeira Verona,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,196,270,26608.88,243
113.012.002,Tanquinho Porta Sabão em Barra,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,129,270,24128.19,202
453.012.002,Lixeira Rattan com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,21317.85,105
548.024.086,Saboneteira com Tela Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,76,270,16076.44,347
098.012.999,Balde Limpex,BANHO E LAVANDERIA,LIMPEZA,Paredao do fundo,5,1633,olhos,283,270,15666.52,68
453.012.086,Lixeira Rattan com Clique,BANHO E LAVANDERIA,LIXEIRAS,Paredao do fundo,5,1633,olhos,160,270,10017.18,48
547.012.003,Porta Algodão e Cotonete Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,80,270,9669.21,189
547.012.002,Porta Algodão e Cotonete Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,80,270,9652.16,167
547.012.086,Porta Algodão e Cotonete Flat,BANHO E LAVANDERIA,BANHEIRO,Paredao do fundo,5,1633,olhos,80,270,5928.4,102
053.004.003,4 Andares,ORGANIZACAO,ORGANIZACAO,Paredao norte,3,624,chao,300,,184193.96,334
110.006.001,Nitronbox 20L (110),ORGANIZACAO,ORGANIZACAO,Paredao norte,3,624,chao,293,513,127135.56,253
053.004.002,4 Andares,ORGANIZACAO,ORGANIZACAO,Paredao norte,3,624,chao,300,,115762.35,295
446.012.001,Pincéis e Acessórios,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,95,270,86705.0,301
308.006.520,Estojo Super Prático,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,205,270,51702.32,115
277.012.002,Cesto Juta com Alças,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,184,270,50511.77,90
125.012.001,"Nitronbox 4,3L (125)",ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,178,270,49152.34,183
177.012.003,Cestinho com Alça,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,193,270,47173.58,305
177.012.002,Cestinho com Alça,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,193,270,43834.29,266
277.012.003,Cesto Juta com Alças,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,184,270,36149.25,90
161.012.002,Porta Tudo,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,139,270,33921.65,222
093.012.003,Cestinho Versátil,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,200,270,30385.67,260
444.012.001,Para Gavetas,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,175,270,24221.41,134
381.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,72,270,22946.91,183
383.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,148,270,22662.17,164
093.012.002,Cestinho Versátil,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,200,270,20513.51,185
381.012.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,72,270,19444.8,122
383.012.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,148,270,19378.92,111
381.012.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,72,270,19097.22,209
383.012.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,148,270,15312.35,184
384.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,68,270,13905.69,195
384.012.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,68,270,11778.37,204
384.012.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,68,270,11106.65,138
382.012.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,147,270,9445.83,155
382.012.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,147,270,7819.44,133
382.012.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,147,270,5162.76,90
380.024.003,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,99,270,5045.04,39
380.024.002,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,99,270,4378.08,24
380.024.001,Organizador de Gavetas Modular,ORGANIZACAO,ORGANIZACAO,Paredao norte,4,886,maos,99,270,1274.88,33
097.012.001,Nitronbox 10L (097),ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,293,270,195516.18,249
268.012.003,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,202,270,170760.01,257
445.012.001,Cosméticos e Bijou,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,130,270,154856.53,286
502.012.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,175,270,130789.68,304
140.012.001,Estojo Multiuso,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,68,270,130666.19,865
109.012.001,Nitronbox 6L (109),ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,228,270,120671.23,250
270.006.003,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,280,270,118525.93,165
164.006.001,Maleta Organiza Tudo c/Divis. Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,296,270,103051.26,231
259.012.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,200,270,84493.05,157
047.012.003,Cesto Organizador Vime,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,210,270,81933.89,323
269.012.002,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,240,270,80495.08,144
162.012.003,Cesto com Alça,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,244,270,76223.91,245
270.006.002,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,280,270,73256.65,110
047.012.002,Cesto Organizador Vime,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,210,270,72515.54,246
140.012.066,Estojo Multiuso,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,68,270,70165.55,548
269.012.003,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,240,270,67068.69,130
268.012.002,Cesto Europa Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,202,270,63098.7,163
502.012.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,175,270,62540.49,119
162.012.002,Cesto com Alça,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,244,270,56253.81,172
314.006.561,Organizador De Cosmeticos Com 1 Gaveta - Branca,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,185,270,55015.56,153
259.012.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,200,270,47459.02,83
260.012.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,225,270,46350.45,122
502.012.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,175,270,41781.6,116
314.006.560,Organizador De Cosmeticos Com 1 Gaveta - Preta,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,185,270,36377.04,153
260.012.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,225,270,33329.17,149
502.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,175,270,33263.4,84
184.016.001,Transparente,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,7,270,21946.65,113
314.006.562,Organizador De Cosmeticos Com 1 Gaveta - Rosa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,185,270,19551.84,82
260.012.086,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,225,270,18331.04,79
259.012.086,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,200,270,12165.72,74
184.010.003,10 Peças - Preto,ORGANIZACAO,ORGANIZACAO,Paredao norte,5,1148,maos,7,270,2783.5,15
019.024.001,Maleta Organiza Tudo c/Divis. Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,118,270,408590.74,872
138.012.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,175,270,387480.06,861
123.012.028,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,140,270,275472.05,501
258.006.003,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,165,270,234846.07,484
003.006.003,Gaveteiro Com 3 Gavetas - Preta (004/3P),ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,180,270,232957.21,499
257.012.003,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,132,270,227096.15,578
256.024.003,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,99,270,208536.31,538
313.006.560,Organizador De Cosmeticos Com 2 Gavetas - Preta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,185,270,201370.79,235
065.012.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,154,270,200308.95,485
258.006.002,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,165,270,178082.73,403
257.012.002,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,132,270,165738.06,446
503.006.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,259,270,165707.81,305
261.006.003,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,280,270,160286.75,167
065.012.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,155,270,157591.03,399
503.006.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,259,270,147690.73,220
011.036.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,95,270,144071.01,577
501.012.003,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,116,270,137598.56,267
003.006.002,Gaveteiro Com 3 Gavetas - Branca (004/3B),ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,180,270,135422.22,337
198.012.001,Estojo Super Prático,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,64,270,127247.8,549
261.006.002,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,280,270,127006.06,129
503.006.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,259,270,126819.02,156
256.024.002,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,99,270,124128.81,416
123.012.045,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,140,270,84188.99,329
198.012.066,Estojo Super Prático,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,64,270,81519.59,423
313.006.561,Organizador De Cosmeticos Com 2 Gavetas - Branca,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,185,270,62183.19,140
123.012.027,"Caixa de Ferramentas Nitronfort 2,2L",ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,140,270,60907.95,199
501.012.002,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,116,270,56742.2,106
503.006.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,261,270,52220.88,110
501.012.001,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,116,270,45872.67,178
501.012.086,Caixa Organizadora Flat com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,116,270,36008.52,85
065.012.086,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,154,270,33301.31,180
313.006.562,Organizador De Cosmeticos Com 2 Gavetas - Rosa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,185,270,32732.74,125
003.006.012,Gaveteiro Com 3 Gavetas - Rosa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,180,270,30463.28,127
167.012.001,3 Peças - Transparente,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,7,270,25033.42,149
256.024.086,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,99,270,21183.09,140
257.012.086,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,132,270,20802.71,137
258.006.086,Cesto Alongado Juta,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,165,270,16155.98,110
261.006.086,Caixa Organizadora Baixa Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,280,270,15747.42,66
167.010.003,10 Peças - Preto,ORGANIZACAO,ORGANIZACAO,Paredao norte,6,1409,olhos,7,270,4253.5,18
013.050.004,Suporte Para Botijão,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,290,270,1278677.41,722
041.012.003,Organizador Multiuso Rattan Com 3 Divisorias - Preto (041/P),ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,110,270,859105.0,1727
004.006.003,Gaveteiro Com 4 Gavetas - Preta (004/4P),ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,180,270,739649.29,589
013.050.003,Suporte Para Botijão,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,290,270,663645.62,1146
069.006.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,280,270,606962.34,512
069.006.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,280,270,566454.34,418
106.012.001,Maleta Organiza Tudo c/Divis. Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,195,270,533419.13,783
254.006.002,Modular Rattan,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,265,270,508523.35,246
004.006.002,Gaveteiro Com 4 Gavetas - Branca (004/4B),ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,180,270,472218.28,359
170.006.028,Caixa de Ferramentas Nitronfort 16L,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,223,270,419184.92,489
187.006.001,Organiza Tudo com Divisórias Móveis,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,270,270,414222.22,505
254.006.001,Modular Rattan,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,265,270,404940.5,326
214.006.003,Organizador Multiuso Rattan Com 6 Divisorias - Preto (214/P),ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,178,270,373144.87,1009
041.012.002,Organizador Multiuso Rattan Com 3 Divisórias - Branco (041/B),ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,110,270,341502.29,1186
068.012.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,225,270,330909.31,399
062.012.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,200,270,315555.5,538
068.012.003,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,225,270,314588.44,425
062.012.002,Rattan com Tampa,ORGANIZACAO,ORGANIZACAO,Paredao norte,7,1671,olhos,200,270,311737.11,431
